spelling,pronunciation,freq,syllables
savior,s8vj3r,173,2
saviour,s8vj3r,59,2
savor,s8v3r,48,2
savvy,s@vi,54,2
saw,sc,20527,1
sawdust,scd^st,30,2
sawyer,s23r,334,2
sawyer,scj3r,334,2
sax,s@ks,64,1
saxon,s@ksen,130,2
saxons,s@ksenz,65,2
saxophone,s@ksefon,86,3
say,s8,83629,1
sayid,sajid,189,2
saying,s81N,14874,2
sayonara,s5jenare,84,4
says,sEz,16356,1
scab,sk@b,32,1
scald,skcld,14,1
scale,sk8l,485,1
scales,sk8lz,103,1
scallions,sk@ljens,5,2
scalp,sk@lp,188,1
scalpel,sk@lpel,161,2
scam,sk@m,313,1
scamp,sk@mp,90,1
scan,sk@n,480,1
scandal,sk@ndel,414,2
scandalous,sk@ndeles,46,3
scanned,sk@nd,79,1
scanner,sk@n3r,150,2
scanners,sk@n3rz,113,2
scanning,sk@n1N,119,2
scans,sk@nz,85,1
scant,sk@nt,12,1
scapegoat,sk8pgot,56,2
scar,skar,432,1
scarce,skErs,87,1
scarcely,skErsli,70,2
scare,skEr,1712,1
scarecrow,skErkro,89,2
scared,skErd,6803,1
scares,skErz,435,1
scarf,skarf,239,1
scarface,skarf8s,52,2
scarfs,skarfs,3,1
scarier,skEri3r,68,3
scariest,skEriest,42,3
scariness,skErines,1,3
scaring,skEr1N,406,2
scarlet,skarlet,167,2
scarred,skard,67,1
scarring,skar1N,47,2
scars,skarz,224,1
scarves,skarvz,31,1
scary,skEri,1336,2
scat,sk@t,65,1
scatter,sk@t3r,124,2
scattered,sk@t3rd,190,2
scavenger,sk@v1nG3r,44,3
scenario,senErio,319,4
scenarios,senErioz,81,4
scene,sin,3807,1
scenery,sin3ri,193,3
scenes,sinz,428,1
scenic,sin1k,53,2
scent,sEnt,304,1
scented,sEnt1d,46,2
scepter,sEpt3r,45,2
schedule,skEGuel,1518,3
schedule,skEGul,1518,2
scheduled,skEGUeld,483,3
scheduled,skEGUld,483,2
schedules,skEGUelz,116,3
schedules,skEGUlz,116,2
scheduling,skEGUl1N,64,3
schematic,skem@t1k,58,3
schematics,skem@t1ks,69,3
scheme,skim,370,1
schemes,skimz,90,1
scheming,skim1N,50,2
schizophrenia,sk1tsefrinie,69,5
schizophrenic,sk1tsefrEn1k,117,4
schlep,SlEp,25,1
schlepp,SlEp,4,1
schmuck,Sm^k,234,1
schneider,Sn5d3r,83,2
schnitzel,Sn1tsel,45,2
schnook,SnUk,17,1
scholar,skal3r,186,2
scholars,skal3rz,47,2
scholarship,skal3rS1p,507,3
scholarships,skal3rS1ps,55,3
school,skul,16989,1
schoolbook,skulbUk,4,2
schoolboy,skulb2,67,2
schoolchild,skulC5ld,2,2
schoolgirl,skulg3rl,96,2
schoolhouse,skulhOs,57,2
schooling,skul1N,73,2
schoolmaster,skulm@st3r,46,3
schoolmate,skulm8t,6,2
schools,skulz,714,1
schoolteacher,skultiC3r,176,3
schoolwork,skulw3rk,49,2
schoolyard,skUljard,44,2
schubert,Sub3rt,41,2
schultz,SUlts,193,1
schwa,Swa,1,1
science,s5ens,1900,2
scientific,s5ent1f1k,580,4
scientifically,s5ent1f1keli,54,6
scientist,s5ent1st,621,3
scientists,s5ent1sts,494,3
scientists,s5nt1sts,494,2
scintillate,s1ntel8t,2,3
scissor,s1z3r,18,2
scissors,s1z3rz,341,2
scoffs,skafs,78,1
scoffs,skcfs,78,1
scold,skold,67,1
scolded,skolded,42,2
scone,skon,25,1
scoop,skup,289,1
scooped,skupt,45,1
scooper,skup3r,12,2
scoops,skups,52,1
scoot,skut,152,1
scooter,skut3r,139,2
scope,skop,286,1
score,skcr,1552,1
scoreboard,skcrbcrd,31,2
scored,skcrd,293,1
scores,skcrz,422,1
scoring,skcr1N,89,2
scorn,skcrn,59,1
scorpion,skcrpien,136,3
scorpions,skcrpienz,67,3
scotch,skaC,752,1
scotland,skatlend,378,2
scott,skat,1821,1
scottie,skati,90,2
scottish,skat1S,138,2
scoundrel,skOndrel,152,2
scour,skO3r,31,2
scour,skOr,31,1
scourge,sk3rG,67,1
scout,skOt,657,1
scouting,skOt1N,75,2
scouts,skOts,279,1
scrabble,skr@bel,96,2
scram,skr@m,179,1
scramble,skr@mbel,123,2
scrambled,skr@mbeld,367,2
scrambling,skr@mbl1N,49,2
scrap,skr@p,223,1
scrapbook,skr@pbUk,61,2
scrape,skr8p,210,1
scraped,skr8pt,66,1
scrapes,skr8ps,47,1
scraping,skr8p1N,118,2
scraps,skr@ps,104,1
scratch,skr@C,961,1
scratched,skr@Ct,228,1
scratcher,skr@C3r,8,2
scratches,skr@Cez,123,2
scratching,skr@C1N,189,2
scratchy,skr@Ci,49,2
scrawny,skrani,80,2
scrawny,skrcni,80,2
scream,skrim,1347,1
screamed,skrimd,247,1
screamer,skrim3r,52,2
screaming,skrim1N,1945,2
screams,skrimz,862,1
screech,skriC,318,1
screeching,skriC1N,130,2
screen,skrin,1193,1
screened,skrind,41,1
screening,skrin1N,173,2
screenplay,skrinpl8,133,2
screens,skrinz,93,1
screw,skru,1912,1
screwball,skrubal,57,2
screwball,skrubcl,57,2
screwdriver,skrudr5v3r,128,3
screwed,skrud,1519,1
screwing,skru1N,504,2
screws,skruz,178,1
screwy,skrui,90,2
scribble,skr1bel,32,2
scribe,skr5b,13,1
scrim,skr1m,9,1
script,skr1pt,1000,1
scripts,skr1pts,119,1
scripture,skr1pC3r,69,2
scroll,skrol,116,1
scrolls,skrolz,118,1
scrooge,skruG,197,1
scrounge,skrOnG,45,1
scrub,skr^b,318,1
scrubbed,skr^bd,78,1
scrubbing,skr^b1N,97,2
scruff,skr^f,12,1
scrunch,skr^nC,11,1
scruples,skrupelz,48,2
scrutiny,skruteni,58,3
scuba,skube,78,2
scuff,sk^f,23,1
sculpt,sk^lpt,19,1
sculptor,sk^lpt3r,46,2
sculpture,sk^lpC3r,159,2
scum,sk^m,505,1
scumbag,sk^mb@g,281,2
scumbags,sk^mb@gz,85,2
scurvy,sk3rvi,55,2
scuttle,sk^tel,41,2
sea,si,3052,1
seaboard,sibcrd,61,2
seafood,sifud,103,2
seagull,sig^l,62,2
seagulls,sig^lz,56,2
seahorse,sihcrs,7,2
seal,sil,752,1
sealed,sild,497,1
sealing,sil1N,46,2
seals,silz,139,1
seam,sim,33,1
seaman,simen,86,2
seams,simz,68,1
sear,s1r,11,1
search,s3rC,2467,1
searched,s3rCt,406,1
searches,s3rCez,67,2
searching,s3rC1N,856,2
sears,s1rz,135,1
seas,siz,223,1
seashell,siSEl,16,2
seashore,siScr,24,2
seasick,sis1k,70,2
seaside,sis5d,33,2
season,sizen,1605,2
seasonal,sizenel,50,3
seasoned,sizend,50,2
seasoning,sizen1N,27,3
seasons,sizenz,210,2
seat,sit,4018,1
seatbelt,sitbElt,47,2
seated,sit1d,436,2
seated,sited,436,2
seating,sit1N,109,2
seats,sits,1110,1
seattle,si@tel,637,3
seawater,siwat3r,23,3
seawater,siwct3r,23,3
seaweed,siwid,88,2
sec,sEk,877,1
secluded,sekluded,52,3
second,sEkend,14513,2
secondary,sEkendEri,209,4
secondhand,sEkendh@nd,54,3
secondly,sEkendli,152,3
seconds,sEkendz,3603,2
secrecy,sikresi,177,3
secret,sikr1t,5585,2
secret,sikret,5585,2
secretaries,sEkretEriz,74,4
secretary,sEkretEri,1694,4
secretive,sikret1v,68,3
secretly,sikr1tli,260,3
secrets,sikr1ts,1217,2
sect,sEkt,37,1
section,sEkSen,1394,2
sections,sEkSenz,127,2
sector,sEkt3r,360,2
secure,s1kjUr,1241,2
secured,s1kjUrd,262,2
securing,sekjUr1N,61,3
securities,sekjUretiz,70,4
security,s1kjUreti,4810,4
sedan,sed@n,90,2
sedate,sed8t,64,2
sedated,sed8ted,85,3
sedation,sed8Sen,58,3
sedative,sEdet1v,130,3
seder,s8d3r,82,2
seduce,s1dus,176,2
seduced,sedust,95,2
seducing,sedus1N,49,3
seduction,sed^kSen,50,3
see,si,130393,1
seed,sid,386,1
seedless,sidles,10,2
seedling,sidl1N,5,2
seeds,sidz,228,1
seeing,si1N,5591,2
seek,sik,934,1
seeker,sik3r,47,2
seeking,sik1N,288,2
seeks,siks,146,1
seem,sim,7131,1
seemed,simd,2767,1
seeming,sim1N,51,2
seemingly,sim1Nli,108,3
seems,simz,8545,1
seen,sin,19633,1
seep,sip,9,1
seer,s1r,75,1
sees,siz,1899,1
seesaw,sisc,22,2
segment,sEgment,101,2
segregation,sEgreg8Sen,43,4
seize,siz,246,1
seized,sizd,129,1
seizing,siz1N,48,2
seizure,siZ3r,190,2
seizures,siZ3rz,93,2
selden,sElden,56,2
seldom,sEldem,167,2
select,selEkt,180,2
selected,selEkt1d,249,3
selected,selEkted,249,3
selection,selEkSen,232,3
selective,selEkt1v,60,3
self,sElf,722,1
selfish,sElf1S,811,2
selfishness,sElf1Snes,40,3
selfless,sElfles,93,2
sell,sEl,4705,1
seller,sEl3r,112,2
sellers,sEl3rz,86,2
selling,sEl1N,1919,2
sells,sElz,363,1
seltzer,sElts3r,42,2
selves,sElvz,62,1
semen,simen,201,2
semester,semEst3r,354,3
semi,sEm5,119,2
semicolon,sEmikolen,8,4
seminar,sEmenar,217,3
seminary,sEmenEri,53,4
semper,sEmp3r,56,2
sen,sEn,72,1
senate,sEn1t,331,2
senate,sEnet,331,2
senator,sEnet3r,1691,3
senators,sEnet3rz,120,3
send,sEnd,9169,1
sender,sEnd3r,38,2
sending,sEnd1N,1790,2
sends,sEndz,585,1
senile,sin5l,88,2
senior,sinj3r,1339,2
seniority,sinjcreti,55,4
seniors,sinj3rz,122,2
senor,sinjcr,295,2
senora,sinjcre,65,3
sensation,sEns8Sen,249,3
sensational,sEns8Senel,205,4
sense,sEns,6722,1
sensed,sEnst,145,1
senseless,sEnsles,131,2
senses,sEns1z,432,2
sensible,sEnsebel,347,3
sensing,sEns1N,97,2
sensitive,sEns1t1v,1149,3
sensitive,sEnset1v,1149,3
sensitivity,sEnset1veti,148,5
sensor,sEns3r,115,2
sensors,sEns3rz,262,2
sensory,sEns3ri,55,3
sensual,sEnSuel,77,3
sent,sEnt,7038,1
sentence,sEntens,1047,2
sentenced,sEntenst,213,2
sentences,sEntensez,168,3
sentencing,sEntens1N,70,3
sentiment,sEntement,162,3
sentimental,sEntemEntel,359,4
sentiments,sEntements,81,3
sentries,sEntriz,43,2
sentry,sEntri,70,2
seoul,sol,252,1
separate,sEp3r1t,1107,3
separate,sEp3r8t,1107,3
separated,sEp3r8t1d,540,4
separated,sEp3r8ted,540,4
separately,sEp3retli,109,4
separates,sEp3r8ts,78,3
separates,sEp3rets,78,3
separating,sEp3r8t1N,66,4
separation,sEper8Sen,248,4
september,sEptEmb3r,561,3
septic,sEpt1k,72,2
sequel,sikwel,90,2
sequence,sikwens,428,2
sequester,s1kwEst3r,4,3
sequoia,s1kw2e,7,3
serena,serine,140,3
serenade,sEren8d,58,3
serene,s3rin,63,2
serene,serin,63,2
serenity,s3rEneti,91,4
serenity,serEneti,91,4
serf,s3rf,9,1
serge,s3rG,83,1
sergeant,sarGent,3210,2
sergeants,sarGents,43,2
serial,s1riel,577,3
serialize,s1riel5z,41,4
series,s1riz,1028,2
serious,s1ries,7566,3
seriously,s1riesli,3270,4
seriousness,s1riesnes,64,4
sermon,s3rmen,139,2
serpent,s3rpent,99,2
serum,s1rem,191,2
servant,s3rvent,619,2
servants,s3rvents,352,2
serve,s3rv,1935,1
served,s3rvd,1007,1
server,s3rv3r,200,2
servers,s3rv3rz,87,2
serves,s3rvz,319,1
service,s3rv1s,4076,2
service,s3rves,4076,2
services,s3rv1s1z,1053,3
services,s3rvesez,1053,3
serving,s3rv1N,596,2
sesame,sEsemi,78,3
session,sESen,678,2
sessions,sESenz,235,2
set,sEt,11805,1
setback,sEtb@k,78,2
seth,sET,1007,1
sets,sEts,761,1
setting,sEt1N,1099,2
settings,sEt1Nz,49,2
settle,sEtel,2143,2
settled,sEteld,991,2
settlement,sEtelment,322,3
settlers,sEtl3rz,58,2
settles,sEtelz,156,2
settling,sEtl1N,210,2
setup,sEt^p,440,2
seven,sEven,5327,2
sevens,sEvenz,53,2
seventeen,sEventin,296,3
seventh,sEvenT,497,2
seventy,sEventi,105,3
sever,sEv3r,80,2
several,sEv3rel,1978,3
severance,sEv3rens,56,3
severance,sEvrens,56,2
severe,s1v1r,480,2
severed,sEv3rd,154,2
severely,sev1rli,154,3
sew,so,280,1
sewage,su1G,60,2
sewed,sod,87,1
sewer,su3r,240,2
sewers,su3rz,66,2
sewing,so1N,198,2
sewn,son,66,1
sex,sEks,7761,1
sexier,sEksi3r,54,3
sexiest,sEksiest,73,3
sexist,sEks1st,89,2
sexual,sEkSuel,1693,3
sexuality,sEkSu@leti,158,5
sexually,sEkSueli,442,4
sexy,sEksi,1529,2
sha,Sa,85,1
shabby,S@bi,87,2
shack,S@k,288,1
shackles,S@kelz,47,2
shade,S8d,304,1
shaded,S8d1d,8,2
shades,S8dz,145,1
shadow,S@dU,1080,2
shadows,S@doz,583,2
shadowy,S@doi,86,3
shady,S8di,120,2
shaft,S@ft,393,1
shafts,S@fts,44,1
shag,S@g,97,1
shagging,S@g1N,54,2
shaggy,S@gi,78,2
shah,Sa,43,1
shake,S8k,2021,1
shakedown,S8kdOn,46,2
shaken,S8ken,169,2
shaker,S8k3r,81,2
shakes,S8ks,252,1
shakespeare,S8kspir,577,2
shaking,S8k1N,657,2
shaky,S8ki,151,2
shall,S@l,9441,1
shallow,S@lo,301,2
shalom,Selom,74,2
shalt,S@lt,169,1
sham,S@m,77,1
shaman,S8men,128,2
shambles,S@mbelz,47,2
shame,S8m,2120,1
shamed,S8md,44,1
shameful,S8mfel,98,2
shameless,S8mles,97,2
shampoo,S@mpu,215,2
shanghai,S@Nh5,252,2
shank,S@Nk,69,1
shape,S8p,1542,1
shaped,S8pt,181,1
shapes,S8ps,97,1
shaping,S8p1N,53,2
shard,Sard,37,1
share,SEr,3545,1
shared,SErd,534,1
shareholders,SErhold3rz,48,3
shares,SErz,324,1
sharing,SEr1N,623,2
shark,Sark,764,1
sharks,Sarks,375,1
sharon,S@ren,524,2
sharon,SEren,524,2
sharon,Seron,524,2
sharp,Sarp,1213,1
sharpen,Sarpen,57,2
sharpened,Sarpend,51,2
sharpener,Sarpen3r,17,3
sharpener,Sarpn3r,17,2
sharper,Sarp3r,65,2
shatter,S@t3r,72,2
shattered,S@t3rd,214,2
shave,S8v,702,1
shaved,S8vd,227,1
shaving,S8v1N,298,2
shaw,Sc,512,1
shawl,Scl,70,1
shawn,Scn,558,1
shay,S8,52,1
she,Si,190377,1
shea,S8,83,1
sheaf,Sif,2,1
shear,S1r,21,1
shears,S1rz,48,1
sheath,SiT,25,1
shed,SEd,560,1
sheen,Sin,48,1
sheep,Sip,685,1
sheer,S1r,233,1
sheet,Sit,592,1
sheets,Sits,636,1
sheik,Sik,77,1
sheila,Sile,422,2
shelf,SElf,355,1
shell,SEl,674,1
shelley,SEli,204,2
shellfish,SElf1S,50,2
shelling,SEl1N,74,2
shells,SElz,284,1
shelly,SEli,419,2
shelter,SElt3r,595,2
sheltered,SElt3rd,53,2
shelters,SElt3rz,67,2
shelve,SElv,10,1
shelves,SElvz,140,1
shenanigans,Sen@n1genz,60,4
shepherd,SEp3rd,379,2
shepherding,SEp3rd1N,2,3
sheraton,SEreten,44,3
sherbet,S3rbet,29,2
sheriff,SEref,3115,2
sheriffs,SEr1fs,59,2
sherlock,S3rlak,269,2
sherry,SEri,705,2
shh,S,2810,1
shi,Si,50,1
shield,Sild,418,1
shielding,Sild1N,42,2
shields,Sildz,262,1
shift,S1ft,1164,1
shifted,S1fted,76,2
shifting,S1ft1N,89,2
shifts,S1fts,264,1
shill,S1l,14,1
shilling,S1l1N,75,2
shillings,S1l1Nz,78,2
shim,S1m,8,1
shimmy,S1mi,59,2
shin,S1n,157,1
shindig,S1nd1g,69,2
shine,S5n,1053,1
shined,S5nd,50,1
shines,S5nz,184,1
shining,S5n1N,501,2
shiny,S5ni,398,2
ship,S1p,5043,1
shipment,S1pment,322,2
shipments,S1pments,42,2
shipped,S1pt,214,1
shipping,S1p1N,322,2
ships,S1ps,1002,1
shipwrecked,S1prEkt,33,2
shipyard,S1pjard,43,2
shire,S5r,44,1
shirley,S3rli,844,2
shirt,S3rt,2365,1
shirtless,S3rtles,14,2
shirts,S3rts,444,1
shirtsleeve,S3rtsliv,1,2
shit,S1t,24207,1
shite,S5t,62,1
shithead,S1thEd,171,2
shitload,S1tlod,80,2
shits,S1ts,113,1
shitting,S1t1N,181,2
shitty,S1ti,371,2
shiver,S1v3r,78,2
shivering,S1v3r1N,82,3
shivering,S1vr1N,82,2
shlep,SlEp,1,1
shlepp,SlEp,1,1
sho,So,49,1
shoal,Sol,10,1
shock,Sak,1468,1
shocked,Sakt,598,1
shocker,Sak3r,48,2
shocking,Sak1N,315,2
shocks,Saks,55,1
shod,Sad,6,1
shoe,Su,1550,1
shoelace,Sul8s,38,2
shoelaces,Sul8sez,54,3
shoes,Suz,3782,1
shoeshine,SuS5n,36,2
shoestring,Sustr1N,13,2
shone,Son,30,1
shoo,Su,267,1
shook,SUk,303,1
shoot,Sut,8412,1
shooter,Sut3r,499,2
shooters,Sut3rz,102,2
shooting,Sut1N,2871,2
shootings,Sut1Nz,42,2
shootout,SutOt,53,2
shoots,Suts,356,1
shop,Sap,2731,1
shoplifting,Sapl1ft1N,78,3
shopper,Sap3r,33,2
shoppers,Sap3rz,62,2
shopping,Sap1N,1530,2
shops,Saps,229,1
shore,Scr,1013,1
shoreline,Scrl5n,28,2
shores,Scrz,102,1
short,Scrt,4367,1
shortage,Scrt1G,134,2
shortcake,Scrtk8k,26,2
shortcut,Scrtk^t,201,2
shorted,Scrted,40,2
shorten,Scrten,52,2
shorter,Scrt3r,300,2
shortest,Scrtest,80,2
shorthand,Scrth@nd,51,2
shortly,Scrtli,513,2
shortness,Scrtnes,43,2
shorts,Scrts,480,1
shortstop,Scrtstap,41,2
shorty,Scrti,349,2
shot,Sat,11599,1
shotgun,Satg^n,512,2
shotguns,Satg^nz,50,2
shots,Sats,1447,1
should,SUd,54159,1
shoulder,Sold3r,1336,2
shoulders,Sold3rz,600,2
shout,SOt,839,1
shouted,SOted,115,2
shouter,SOt3r,2,2
shouting,SOt1N,744,2
shouts,SOts,214,1
shove,S^v,674,1
shoved,S^vd,193,1
shovel,S^vel,349,2
shoveling,S^vel1N,40,3
shoveling,S^vl1N,40,2
shovels,S^velz,66,2
shoving,S^v1N,132,2
show,So,24906,1
showdown,SodOn,64,2
showed,Sod,2425,1
shower,SO3r,2097,2
showered,SO3rd,60,2
showering,SO3r1N,50,3
showers,SO3rz,244,2
showgirl,Sog3rl,46,2
showing,So1N,1587,2
shown,Son,723,1
shows,Soz,2117,1
showtime,Sot5m,190,2
shrank,Sr@Nk,19,1
shrapnel,Sr@pnel,113,2
shred,SrEd,150,1
shredded,SrEded,61,2
shreds,SrEdz,89,1
shrew,Sru,42,1
shrewd,Srud,72,1
shriek,Srik,32,1
shrieking,Srik1N,41,2
shrieks,Sriks,55,1
shrill,Sr1l,24,1
shrimp,Sr1mp,444,1
shrine,Sr5n,151,1
shrink,Sr1Nk,577,1
shrinking,Sr1Nk1N,81,2
shrinks,Sr1Nks,77,1
shrivel,Sr1vel,20,2
shroud,SrOd,52,1
shrub,Sr^b,14,1
shrug,Sr^g,20,1
shrunk,Sr^Nk,79,1
shuck,S^k,13,1
shucks,S^ks,87,1
shudder,S^d3r,57,2
shuffle,S^fel,150,2
shuffling,S^fl1N,29,2
shun,S^n,26,1
shunt,S^nt,48,1
shush,SUS,135,1
shut,S^t,13455,1
shutdown,S^tdOn,75,2
shuts,S^ts,132,1
shutter,S^t3r,74,2
shutters,S^t3rz,78,2
shutting,S^t1N,220,2
shuttle,S^tel,282,2
shy,S5,937,1
shylock,S5lak,50,2
shyness,S5nes,29,2
siam,s5@m,126,2
siamese,s5emiz,76,3
siberia,s5b1rie,73,4
sibling,s1bl1N,49,2
siblings,s1bl1Nz,100,2
sic,s1k,67,1
sicilian,s1s1lien,80,4
sicily,s1seli,145,3
sick,s1k,8437,1
sicken,s1ken,19,2
sickening,s1ken1N,46,3
sickening,s1kn1N,46,2
sicker,s1k3r,62,2
sickly,s1kli,39,2
sickness,s1knes,405,2
sicko,s1ko,58,2
side,s5d,10247,1
sidebar,s5dbar,47,2
sideburns,s5db3rnz,59,2
sidekick,s5dk1k,137,2
sidelines,s5dl5nz,57,2
sides,s5dz,827,1
sideshow,s5dSo,56,2
sidewalk,s5dwck,279,2
sideway,s5dw8,1,2
sideways,s5dw8z,140,2
sidewinder,s5dw5nd3r,41,3
siding,s5d1N,68,2
sidle,s5del,54,2
sidney,s1dni,531,2
siege,siG,118,1
sierra,siEre,112,3
sieve,s1v,27,1
sift,s1ft,38,1
sigh,s5,173,1
sighing,s51N,106,2
sighs,s5z,795,1
sight,s5t,2311,1
sighted,s5ted,108,2
sighting,s5t1N,79,2
sightings,s5t1Nz,71,2
sights,s5ts,238,1
sightsee,s5tsi,6,2
sightseeing,s5tsi1N,75,3
sign,s5n,6797,1
signal,s1gnel,1926,2
signaling,s1gnel1N,50,3
signals,s1gnelz,486,2
signature,s1gneC3r,622,3
signatures,s1gneC3rz,146,3
signed,s5nd,1839,1
signer,s5n3r,5,2
significance,s1gn1f1kens,178,4
significant,s1gn1f1kent,331,4
significantly,s1gn1fekentli,43,5
signing,s5n1N,507,2
signior,sinjcr,45,2
signor,sinjcr,204,2
signora,sinjcre,100,3
signore,sinjcr8,56,3
signs,s5nz,1123,1
silence,s5lens,1294,2
silenced,s5lenst,43,2
silencer,s5lens3r,47,3
silent,s5lent,1173,2
silently,s5lentli,77,3
silhouette,s1lewEt,29,3
silicon,s1leken,87,3
silicone,s1lekon,40,3
silk,s1lk,499,1
silky,s1lki,40,2
sill,s1l,23,1
silliness,s1lines,21,3
silly,s1li,2912,2
silo,s5lo,48,2
silt,s1lt,17,1
silva,s1lve,60,2
silver,s1lv3r,1619,2
silverware,s1lv3rwEr,109,3
sim,s1m,56,1
simba,s1mbe,102,2
similar,s1mel3r,695,3
similarities,s1melEretiz,57,5
simile,s1meli,13,3
simmer,s1m3r,87,2
simmons,s1menz,290,2
simon,s5men,1268,2
simple,s1mpel,4555,2
simpler,s1mpl3r,194,2
simplest,s1mplest,74,2
simplicity,s1mpl1seti,69,4
simplify,s1mplef5,46,3
simply,s1mpli,2362,2
simpson,s1mpsen,356,2
sims,s1mz,125,1
simulate,s1mjel8t,59,3
simulated,s1mjel8ted,48,4
simulation,s1mjel8Sen,115,4
simultaneously,s5melt8niesli,119,6
sin,s1n,813,1
sinatra,s1natre,139,3
since,s1ns,16064,1
sincere,s1ns1r,305,2
sincerely,s1ns1rli,249,3
sincerity,s1nsEreti,102,4
sine,s5n,9,1
sinful,s1nfel,87,2
sing,s1N,4977,1
singapore,s1Nepcr,176,3
singer,s1N3r,800,2
singers,s1N3rz,160,2
singh,s1N,76,1
singing,s1N1N,2281,2
single,s1Ngel,3676,2
singles,s1Ngelz,142,2
sings,s1Nz,381,1
singular,s1Ngjel3r,65,3
singularity,s1NgjelEreti,65,5
sinister,s1nest3r,111,3
sink,s1Nk,863,1
sinker,s1Nk3r,28,2
sinking,s1Nk1N,252,2
sinks,s1Nks,87,1
sinned,s1nd,122,1
sinner,s1n3r,126,2
sinners,s1n3rz,137,2
sins,s1nz,455,1
sinus,s5nes,89,2
sinuses,s5nesez,42,3
sioux,su,110,1
sip,s1p,260,1
sipping,s1p1N,71,2
sir,s3r,49188,1
sire,s5r,671,1
siren,s5ren,334,2
sirens,s5renz,241,2
sirree,s1ri,65,2
sirs,s3rz,194,1
sis,s1s,400,1
sissy,s1si,372,2
sister,s1st3r,9207,2
sisters,s1st3rz,1395,2
sit,s1t,15879,1
sitcom,s1tkam,78,2
site,s5t,980,1
sites,s5ts,183,1
sits,s1ts,508,1
sitter,s1t3r,80,2
sitting,s1t1N,4814,2
situated,s1Cu8ted,42,4
situation,s1Cu8Cen,4207,4
situations,s1Cu8Senz,362,4
six,s1ks,10176,1
sixes,s1ksez,62,2
sixteen,s1kstin,418,2
sixth,s1ksT,551,1
sixties,s1kstiz,49,2
sixty,s1ksti,277,2
size,s5z,2353,1
sizes,s5zez,154,2
sizzle,s1zel,32,2
sizzling,s1zl1N,44,2
skate,sk8t,301,1
skateboard,sk8tbcrd,85,2
skater,sk8t3r,97,2
skaters,sk8t3rz,64,2
skates,sk8ts,215,1
skating,sk8t1N,251,2
skeet,skit,26,1
skeleton,skEleten,261,3
skeletons,skEletenz,89,3
skeptical,skEpt1kel,75,3
sketch,skEC,252,1
sketches,skECez,154,2
sketchy,skECi,63,2
ski,ski,413,1
skid,sk1d,111,1
skidoo,sk1du,4,2
skies,sk5z,382,1
skiff,sk1f,37,1
skiing,ski1N,212,2
skill,sk1l,404,1
skilled,sk1ld,121,1
skillet,sk1l1t,62,2
skilling,sk1l1N,65,2
skills,sk1lz,743,1
skim,sk1m,43,1
skimming,sk1m1N,48,2
skin,sk1n,2246,1
skinned,sk1nd,69,1
skinner,sk1n3r,334,2
skinny,sk1ni,713,2
skins,sk1nz,136,1
skip,sk1p,1076,1
skipped,sk1pt,258,1
skipper,sk1p3r,523,2
skipping,sk1p1N,165,2
skippy,sk1pi,62,2
skips,sk1ps,42,1
skirt,sk3rt,508,1
skirts,sk3rts,151,1
skis,skiz,69,1
skit,sk1t,42,1
skittle,sk1tel,1,2
skivvies,sk1viz,21,2
skulk,sk^lk,15,1
skull,sk^l,750,1
skulls,sk^ls,124,1
skunk,sk^Nk,166,1
sky,sk5,2285,1
skydiving,sk5d5v1N,43,3
skylight,sk5l5t,43,2
skyscraper,sk5skr8p3r,40,3
slab,sl@b,94,1
slack,sl@k,302,1
slacks,sl@ks,56,1
slade,sl8d,97,1
slain,sl8n,92,1
slam,sl@m,296,1
slammed,sl@md,166,1
slammer,sl@m3r,63,2
slamming,sl@m1N,84,2
slams,sl@mz,114,1
slander,sl@nd3r,64,2
slang,sl@N,71,1
slant,sl@nt,58,1
slap,sl@p,636,1
slapped,sl@pt,253,1
slapping,sl@p1N,88,2
slaps,sl@ps,44,1
slash,sl@S,122,1
slashed,sl@St,77,1
slat,sl@t,4,1
slate,sl8t,165,1
slater,sl8t3r,222,2
slaughter,slct3r,278,2
slaughtered,slat3rd,167,2
slaughtered,slct3rd,167,2
slaughterhouse,slat3rhOs,64,3
slaughterhouse,slct3rhOs,64,3
slave,sl8v,940,1
slavers,sl8verz,46,2
slavery,sl8v3ri,207,3
slaves,sl8vz,414,1
slaw,slc,17,1
slay,sl8,109,1
slayer,sl83r,144,2
slaying,sl81N,47,2
sleazy,slizi,111,2
sled,slEd,149,1
sledgehammer,slEGh@m3r,45,3
sleek,slik,43,1
sleep,slip,11625,1
sleeper,slip3r,105,2
sleepiness,slipines,3,3
sleeping,slip1N,3027,2
sleepless,sliples,69,2
sleepover,slipov3r,74,3
sleeps,slips,413,1
sleepwalk,slipwck,13,2
sleepwear,slipwEr,1,2
sleepy,slipi,437,2
sleet,slit,33,1
sleeve,sliv,286,1
sleeveless,slivl1s,5,2
sleeves,slivz,157,1
sleigh,sl8,167,1
sleight,sl5t,25,1
slender,slEnd3r,38,2
slept,slEpt,1810,1
sleuth,sluT,10,1
slew,slu,67,1
slice,sl5s,435,1
sliced,sl5st,109,1
slices,sl5sez,97,2
slicing,sl5s1N,51,2
slick,sl1k,350,1
slicker,sl1k3r,42,2
slid,sl1d,94,1
slide,sl5d,909,1
slides,sl5dz,155,1
sliding,sl5d1N,191,2
slight,sl5t,519,1
slightest,sl5test,346,2
slightly,sl5tli,576,2
slim,sl1m,605,1
slime,sl5m,141,1
